MainBranch,Age,Employment,RemoteWork,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,Country,LanguageHaveWorkedWith,AISearchHaveWorkedWith,AIDevHaveWorkedWith,WorkExp,Industry,ConvertedCompYearly
,25-34 years old,,"Hybrid (some remote, some in-person)",,13,9,Security professional,"10,000 or more employees",United States of America,Bash/Shell (all shells);Go;Python,ChatGPT,GitHub Copilot;Synk Code,9.0,"Information Services, IT, Software Development, or other Technology",300000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,7,4,"Developer, back-end",20 to 99 employees,Germany,SQL;TypeScript,ChatGPT,GitHub Copilot,4.0,"Information Services, IT, Software Development, or other Technology",71215.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,10,3,Data scientist or machine learning specialist,"1,000 to 4,999 employees",United Kingdom of Great Britain and Northern Ireland,JavaScript;Python;R;Rust;SQL,ChatGPT;Google Bard AI,GitHub Copilot,3.0,Financial Services,124138.0
,18-24 years old,,In-person,,10,8,"Developer, desktop or enterprise applications",100 to 499 employees,Israel,Assembly;C;C++;Java;JavaScript;Nim;Python;Rust;SQL,ChatGPT,GitHub Copilot,8.0,"Information Services, IT, Software Development, or other Technology",147538.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,24,19,"Developer, full-stack",20 to 99 employees,United States of America,Go;JavaScript;PHP;Python;R;Ruby;SQL;Swift;TypeScript,ChatGPT;WolframAlpha,GitHub Copilot,19.0,"Information Services, IT, Software Development, or other Technology",160000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,8,6,"Engineer, data","10,000 or more employees",United States of America,Python,ChatGPT,GitHub Copilot,6.0,Retail and Consumer Services,200000.0
,35-44 years old,,In-person,,23,18,"Developer, back-end",100 to 499 employees,Norway,Bash/Shell (all shells);JavaScript;SQL;TypeScript,ChatGPT,GitHub Copilot,21.0,Financial Services,85629.0
,35-44 years old,,Remote,,28,23,"Senior Executive (C-Suite, VP, etc.)",20 to 99 employees,United States of America,Bash/Shell (all shells);C;C#;C++;Go;Java;Python;Scala;SQL,ChatGPT;WolframAlpha,GitHub Copilot,22.0,"Information Services, IT, Software Development, or other Technology",300000.0
,18-24 years old,,"Hybrid (some remote, some in-person)",,3,2,"Developer, back-end","10,000 or more employees",United States of America,Dart;Go;JavaScript;Julia;PowerShell;Python;TypeScript,Bing AI;ChatGPT;Google Bard AI;Neeva AI;Perplexity AI;Phind;WolframAlpha,AWS CodeWhisperer;GitHub Copilot;Tabnine,3.0,Financial Services,95000.0
,25-34 years old,,Remote,,11,10,"Developer, full-stack",100 to 499 employees,United States of America,Bash/Shell (all shells);Clojure;Go;HTML/CSS;JavaScript;Rust;SQL;TypeScript,ChatGPT,GitHub Copilot,10.0,"Information Services, IT, Software Development, or other Technology",120000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,18,11,"Developer, back-end",10 to 19 employees,Poland,Bash/Shell (all shells);C;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,ChatGPT;WolframAlpha,GitHub Copilot,11.0,Advertising Services,23926.0
,18-24 years old,,"Hybrid (some remote, some in-person)",,4,6,"Developer, full-stack",500 to 999 employees,Indonesia,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,ChatGPT,GitHub Copilot,6.0,"Information Services, IT, Software Development, or other Technology",539.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,12,7,"Developer, back-end",20 to 99 employees,Portugal,Go;JavaScript;TypeScript,ChatGPT,GitHub Copilot,7.0,Financial Services,53545.0
,18-24 years old,,"Hybrid (some remote, some in-person)",,8,5,"Developer, back-end",100 to 499 employees,Ireland,C;C++;Go;Haskell;HTML/CSS;Java;JavaScript;PHP;Python;Rust;SQL;TypeScript,ChatGPT,GitHub Copilot,5.0,"Information Services, IT, Software Development, or other Technology",66396.0
,25-34 years old,,Remote,,7,6,"Developer, back-end",100 to 499 employees,Brazil,Bash/Shell (all shells);Go;TypeScript,ChatGPT,GitHub Copilot,7.0,Healthcare,100657.0
,18-24 years old,,Remote,,6,3,"Developer, full-stack","10,000 or more employees",United States of America,HTML/CSS;JavaScript;Python;SQL,ChatGPT,AWS CodeWhisperer,3.0,Insurance,100000.0
,25-34 years old,,Remote,,15,10,"Developer, full-stack",100 to 499 employees,United States of America,HTML/CSS;Java;JavaScript;TypeScript,Bing AI;ChatGPT;Google Bard AI,GitHub Copilot,10.0,Financial Services,180000.0
,18-24 years old,,Remote,,6,4,"Developer, full-stack",20 to 99 employees,Germany,C#;HTML/CSS;Java;JavaScript;Lua;PHP;PowerShell;Python;SQL;TypeScript,Bing AI,GitHub Copilot,4.0,"Information Services, IT, Software Development, or other Technology",38552.0
,18-24 years old,,Remote,,12,3,"Developer, desktop or enterprise applications",10 to 19 employees,Poland,Bash/Shell (all shells);C#;C++,ChatGPT;Phind;WolframAlpha;You.com,GitHub Copilot,3.0,"Information Services, IT, Software Development, or other Technology",22969.0
,25-34 years old,,Remote,,10,8,"Developer, front-end",100 to 499 employees,United States of America,HTML/CSS;JavaScript;Python;Rust;TypeScript,ChatGPT,GitHub Copilot,8.0,"Information Services, IT, Software Development, or other Technology",87000.0
,18-24 years old,,"Hybrid (some remote, some in-person)",,6,2,"Developer, full-stack",20 to 99 employees,India,Dart;Go;HTML/CSS;Java;JavaScript;Python;R;Rust;Solidity;SQL;TypeScript,ChatGPT,GitHub Copilot;Tabnine,2.0,"Information Services, IT, Software Development, or other Technology",13329.0
,25-34 years old,,Remote,,11,7,DevOps specialist,"10,000 or more employees",United States of America,Bash/Shell (all shells);C#;Dart;GDScript;HTML/CSS;JavaScript;PowerShell;Python;TypeScript,ChatGPT,AWS CodeWhisperer;GitHub Copilot,7.0,"Manufacturing, Transportation, or Supply Chain",120000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,19,18,"Developer, full-stack",2 to 9 employees,Sweden,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Python;TypeScript,Bing AI;ChatGPT,GitHub Copilot;Tabnine,18.0,"Information Services, IT, Software Development, or other Technology",92141.0
,35-44 years old,,Remote,,28,20,"Developer, full-stack","10,000 or more employees",Mexico,C#;PowerShell;SQL,Bing AI;ChatGPT,GitHub Copilot,20.0,Higher Education,4007.0
,25-34 years old,,Remote,,11,9,"Developer, back-end",20 to 99 employees,United States of America,Bash/Shell (all shells);Elixir;Erlang;GDScript;HTML/CSS;JavaScript;Lisp;Lua;Prolog;Python;SQL;TypeScript,ChatGPT;Phind,GitHub Copilot,9.0,"Manufacturing, Transportation, or Supply Chain",165000.0
,35-44 years old,,Remote,,25,14,"Developer, back-end",20 to 99 employees,United States of America,Bash/Shell (all shells);C;C#;Go;HTML/CSS;Java;JavaScript;Perl;PHP;Python;Ruby;Rust;SQL;TypeScript,Bing AI;ChatGPT;Google Bard AI;WolframAlpha,GitHub Copilot,15.0,"Information Services, IT, Software Development, or other Technology",500000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,11,9,"Developer, full-stack",100 to 499 employees,Japan,Ruby;Rust;TypeScript,ChatGPT;You.com,GitHub Copilot,9.0,Financial Services,107524.0
,25-34 years old,,Remote,,10,10,"Developer, full-stack",100 to 499 employees,United States of America,Bash/Shell (all shells);C#;C++;HTML/CSS;PowerShell;SQL;TypeScript,ChatGPT,GitHub Copilot,10.0,Healthcare,145000.0
,25-34 years old,,Remote,,14,1,"Developer, front-end","1,000 to 4,999 employees",Czech Republic,C#;HTML/CSS;JavaScript;PowerShell,ChatGPT;WolframAlpha,GitHub Copilot;Tabnine,8.0,Financial Services,29571.0
,18-24 years old,,"Hybrid (some remote, some in-person)",,5,4,"Developer, full-stack",2 to 9 employees,United Kingdom of Great Britain and Northern Ireland,HTML/CSS;JavaScript;PHP;Python;Rust;SQL;TypeScript,Bing AI;ChatGPT,GitHub Copilot,5.0,Financial Services,70000.0
,55-64 years old,,In-person,,37,34,Research & Development role,20 to 99 employees,United States of America,Ada;Bash/Shell (all shells);C;C#;C++;Delphi;HTML/CSS;JavaScript;PowerShell;SQL,ChatGPT,Tabnine,37.0,"Information Services, IT, Software Development, or other Technology",120000.0
,25-34 years old,,Remote,,10,4,DevOps specialist,"10,000 or more employees",Peru,JavaScript;MATLAB;Python;Rust;TypeScript,ChatGPT,GitHub Copilot,6.0,"Information Services, IT, Software Development, or other Technology",40751.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,8,6,"Developer, full-stack",20 to 99 employees,United States of America,Bash/Shell (all shells);Go;Java;JavaScript;PHP;Python;Rust;SQL;TypeScript,ChatGPT;Google Bard AI,GitHub Copilot,6.0,"Information Services, IT, Software Development, or other Technology",125000.0
,18-24 years old,,Remote,,9,4,"Engineer, data",10 to 19 employees,Colombia,Bash/Shell (all shells);C;C++;Java;JavaScript;Python;R;Rust;SQL;TypeScript,ChatGPT,GitHub Copilot,5.0,Healthcare,69074.0
,18-24 years old,,"Hybrid (some remote, some in-person)",,6,1,Security professional,100 to 499 employees,United States of America,Bash/Shell (all shells);JavaScript;Python;Ruby,ChatGPT;WolframAlpha,GitHub Copilot,1.0,"Information Services, IT, Software Development, or other Technology",250000.0
,45-54 years old,,Remote,,18,18,"Developer, front-end",20 to 99 employees,United States of America,HTML/CSS;JavaScript;Kotlin;SQL;TypeScript,ChatGPT,Tabnine,18.0,Retail and Consumer Services,180000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,8,4,"Developer, back-end","10,000 or more employees",United States of America,Bash/Shell (all shells);Go;Groovy;Java;Kotlin;Swift,ChatGPT;Google Bard AI;Phind,GitHub Copilot,5.0,Retail and Consumer Services,123000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,18,10,"Developer, mobile","5,000 to 9,999 employees",United States of America,Bash/Shell (all shells);C#;F#;HTML/CSS;JavaScript;Objective-C;PHP;Ruby;Swift;TypeScript,ChatGPT,GitHub Copilot,10.0,"Information Services, IT, Software Development, or other Technology",180000.0
,35-44 years old,,Remote,,17,11,"Developer, full-stack",20 to 99 employees,Brazil,HTML/CSS;JavaScript;TypeScript,ChatGPT,AWS CodeWhisperer;GitHub Copilot,13.0,"Information Services, IT, Software Development, or other Technology",30431.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,15,9,Security professional,"5,000 to 9,999 employees",United Arab Emirates,Assembly;Bash/Shell (all shells);C;HTML/CSS;JavaScript;Objective-C;PowerShell;Python;SQL,ChatGPT,GitHub Copilot,15.0,"Information Services, IT, Software Development, or other Technology",176920.0
,25-34 years old,,Remote,,5,2,Cloud infrastructure engineer,"10,000 or more employees",United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python,ChatGPT;Google Bard AI,AWS CodeWhisperer,2.0,"Information Services, IT, Software Development, or other Technology",135000.0
,25-34 years old,,Remote,,5,2,"Developer, back-end",20 to 99 employees,United States of America,Lua;Python;Rust;SQL,Bing AI;ChatGPT,Tabnine,5.0,"Information Services, IT, Software Development, or other Technology",100000.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,25,20,Developer Experience,20 to 99 employees,New Zealand,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,ChatGPT,GitHub Copilot,20.0,"Information Services, IT, Software Development, or other Technology",106229.0
,35-44 years old,,Remote,,31,24,"Developer, desktop or enterprise applications","10,000 or more employees",Australia,Assembly;Bash/Shell (all shells);C;C++;JavaScript;PowerShell;Python;Rust;TypeScript,ChatGPT,GitHub Copilot,23.0,Financial Services,132208.0
,18-24 years old,,"Hybrid (some remote, some in-person)",,9,1,"Developer, front-end",I don’t know,United States of America,Bash/Shell (all shells);Dart;HTML/CSS;Java;JavaScript;Kotlin;TypeScript,ChatGPT,GitHub Copilot,1.0,"Information Services, IT, Software Development, or other Technology",130000.0
,25-34 years old,,Remote,,11,5,"Developer, back-end","10,000 or more employees",United States of America,Go;Java;Swift,ChatGPT,GitHub Copilot,5.0,"Information Services, IT, Software Development, or other Technology",400000.0
,25-34 years old,,Remote,,3,2,"Developer, desktop or enterprise applications",2 to 9 employees,Mexico,C#;HTML/CSS;JavaScript;MATLAB;PowerShell;Python;R;SQL,ChatGPT,GitHub Copilot;Tabnine,2.0,"Information Services, IT, Software Development, or other Technology",1030.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,20,15,"Developer, full-stack",20 to 99 employees,China,C#;Dart;HTML/CSS;JavaScript,Bing AI;ChatGPT,Codeium,20.0,"Information Services, IT, Software Development, or other Technology",42207.0
,25-34 years old,,In-person,,17,2,"Engineer, data","10,000 or more employees",United States of America,C;C++;Fortran;MATLAB;Python,Bing AI;ChatGPT;You.com,Codeium,2.0,"Information Services, IT, Software Development, or other Technology",83000.0
,35-44 years old,,In-person,,6,3,"Developer, full-stack",10 to 19 employees,Thailand,HTML/CSS;JavaScript;Python;TypeScript,ChatGPT,GitHub Copilot;Tabnine,8.0,"Information Services, IT, Software Development, or other Technology",17254.0
,25-34 years old,,Remote,,20,10,"Developer, embedded applications or devices",500 to 999 employees,Brazil,Assembly;C;C#;C++;JavaScript;PowerShell;Rust;TypeScript;Visual Basic (.Net),Bing AI;ChatGPT,GitHub Copilot,10.0,"Information Services, IT, Software Development, or other Technology",29214.0
,25-34 years old,,Remote,,20,10,"Developer, mobile",20 to 99 employees,Poland,GDScript;Java;JavaScript;Kotlin;Objective-C;Python;Swift,ChatGPT,GitHub Copilot,10.0,Financial Services,52638.0
,35-44 years old,,Remote,,28,21,"Developer, full-stack",500 to 999 employees,Australia,C#;C++;HTML/CSS;JavaScript;SQL;TypeScript,ChatGPT,GitHub Copilot,22.0,Oil & Gas,115682.0
,25-34 years old,,Remote,,13,4,"Developer, back-end",20 to 99 employees,Spain,Bash/Shell (all shells);Go;JavaScript;Python;Rust,WolframAlpha,Tabnine,4.0,"Manufacturing, Transportation, or Supply Chain",46049.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,7,5,"Engineer, data","1,000 to 4,999 employees",Australia,Bash/Shell (all shells);Java;Python;Scala;SQL,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Tabnine,5.0,"Manufacturing, Transportation, or Supply Chain",99156.0
,25-34 years old,,Remote,,11,7,"Developer, full-stack",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);SQL;TypeScript,ChatGPT,GitHub Copilot,11.0,Healthcare,99435.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,20,8,"Developer, back-end","10,000 or more employees",India,Bash/Shell (all shells);Java,ChatGPT,GitHub Copilot,7.0,"Information Services, IT, Software Development, or other Technology",29081.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,4,3,"Developer, full-stack","1,000 to 4,999 employees",Canada,Bash/Shell (all shells);Go;HTML/CSS;Lua;PHP;Python;Rust;SQL;TypeScript,ChatGPT,GitHub Copilot,3.0,Healthcare,96657.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,5,3,"Developer, full-stack",20 to 99 employees,Pakistan,C;C++;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,Bing AI;ChatGPT;Google Bard AI,Tabnine,5.0,"Information Services, IT, Software Development, or other Technology",30000.0
,25-34 years old,,Remote,,13,7,Other (please specify):,"1,000 to 4,999 employees",Costa Rica,C;C#;C++;Go;HTML/CSS;Java;JavaScript;Python;R;SQL;TypeScript,ChatGPT;WolframAlpha,GitHub Copilot,7.0,"Information Services, IT, Software Development, or other Technology",188.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,5,1,"Developer, full-stack","1,000 to 4,999 employees",Denmark,Bash/Shell (all shells);Groovy;HTML/CSS;Java;SQL,ChatGPT;Phind,Tabnine,1.0,"Information Services, IT, Software Development, or other Technology",48312.0
,25-34 years old,,Remote,,9,5,"Developer, full-stack",100 to 499 employees,India,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,ChatGPT,Tabnine,5.0,Financial Services,1454.0
,25-34 years old,,Remote,,8,7,"Developer, back-end",20 to 99 employees,Poland,Bash/Shell (all shells);C;JavaScript;Python;SQL;TypeScript,ChatGPT,GitHub Copilot;Tabnine,7.0,Healthcare,51853.0
,35-44 years old,,Remote,,20,12,"Developer, full-stack","1,000 to 4,999 employees",Czech Republic,Kotlin;SQL;TypeScript,Bing AI;ChatGPT,GitHub Copilot,12.0,"Manufacturing, Transportation, or Supply Chain",106910.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,16,4,"Developer, back-end",10 to 19 employees,Canada,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;PowerShell;Python,ChatGPT,GitHub Copilot,5.0,"Information Services, IT, Software Development, or other Technology",86991.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,6,3,"Developer, full-stack",2 to 9 employees,Zambia,Dart;Go;JavaScript;PHP;SQL,Bing AI;ChatGPT,GitHub Copilot,3.0,"Information Services, IT, Software Development, or other Technology",4238.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,7,3,"Developer, full-stack",2 to 9 employees,Australia,C#;HTML/CSS;JavaScript;Python;TypeScript,ChatGPT,GitHub Copilot,3.0,"Information Services, IT, Software Development, or other Technology",72714.0
,45-54 years old,,Remote,,28,20,"Developer, back-end",100 to 499 employees,Poland,Go;Ruby,ChatGPT;Phind,GitHub Copilot,20.0,"Information Services, IT, Software Development, or other Technology",86134.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,19,9,"Developer, full-stack",2 to 9 employees,United Kingdom of Great Britain and Northern Ireland,HTML/CSS;JavaScript;TypeScript,ChatGPT,GitHub Copilot,9.0,Financial Services,74483.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,15,10,"Developer, full-stack",2 to 9 employees,India,HTML/CSS;JavaScript;PHP;SQL,ChatGPT;Google Bard AI;You.com,GitHub Copilot,12.0,"Information Services, IT, Software Development, or other Technology",7270.0
